Average of cumm_rainfall,Average of temp_min,Average of temp_max,Average of humidity_min,Average of humidity_max,Average of wind_speed_min,Average of wind_speed_max,District,Average of Year,Constructed date,date,datevalue,AQI,,,,
0.03,27.39,39.08,36.07,75.04,0,13.11,Karimnagar,2021,11-May-21,11-05-2021,44327,68,,,,
0.09,24.76,39.75,32.69,85.41,1.43,14.98,Karimnagar,2021,12-May-21,12-05-2021,44328,68,,,,
0,28.13,40.83,27.49,76.06,1.28,11.46,Karimnagar,2021,13-May-21,13-05-2021,44329,68,,,,
0,27.38,41.59,21.88,75.16,1.14,12.39,Karimnagar,2021,14-May-21,14-05-2021,44330,68,,,,
3.14,25.83,37.98,41.01,86.39,1.53,14.71,Karimnagar,2021,15-May-21,15-05-2021,44331,68,,,,
0,27.39,38.06,39.25,83.88,3.1,16.06,Karimnagar,2021,16-May-21,16-05-2021,44332,68,,,,
0,26.52,34.56,50.99,89.31,2.59,17.48,Karimnagar,2021,17-May-21,17-05-2021,44333,68,,,,
0.83,27.24,37.64,42.01,85.27,2.46,14.21,Karimnagar,2021,18-May-21,18-05-2021,44334,68,,,,
0,27.82,38.24,40.01,82.86,2.54,13.18,Karimnagar,2021,19-May-21,19-05-2021,44335,68,,,,
1.61,26.83,36.63,40.23,79.13,0.85,14.47,Karimnagar,2021,20-May-21,20-05-2021,44336,68,,,,
0,26.53,37.54,36.73,78.49,0,13.39,Karimnagar,2021,21-May-21,21-05-2021,44337,68,,,,
0,26.31,40.09,19.69,77.16,0,13.01,Karimnagar,2021,22-May-21,22-05-2021,44338,68,,,,
0.1,26.91,39.85,23.19,65.86,0,10.57,Karimnagar,2021,23-May-21,23-05-2021,44339,68,,,,
0.02,28.92,41.44,23.29,69.1,0.63,12.78,Karimnagar,2021,24-May-21,24-05-2021,44340,68,,,,
0,27.05,40.78,21.12,52.99,0,11.61,Karimnagar,2021,25-May-21,25-05-2021,44341,68,,,,
0,27.23,39.13,14.43,51.61,0,14.28,Karimnagar,2021,26-May-21,26-05-2021,44342,68,,,,
0,30.69,41.7,17.27,42.24,1,17.74,Karimnagar,2021,27-May-21,27-05-2021,44343,68,,,,
1.11,27.44,40.57,27.11,67.44,1.18,18.24,Karimnagar,2021,28-May-21,28-05-2021,44344,68,,,,
0,28.97,38.96,32.23,64.78,0,14.07,Karimnagar,2021,29-May-21,29-05-2021,44345,68,,,,
0.34,27.05,42.26,24.33,71.45,1.1,17.49,Karimnagar,2021,30-May-21,30-05-2021,44346,68,,,,
0,28.36,37.63,34.97,67.19,0,9.94,Karimnagar,2021,31-May-21,31-05-2021,44347,68,,,,
2.51,26.11,40.94,28.42,88.33,0.1,18.14,Karimnagar,2021,01-Jun-21,01-06-2021,44348,72,,,,
3.53,25.24,39.04,32.04,91.84,0.3,11.96,Karimnagar,2021,02-Jun-21,02-06-2021,44349,72,,,,
18.99,23.42,36.71,40.44,96.15,0,10.26,Karimnagar,2021,03-Jun-21,03-06-2021,44350,72,,,,
0.41,24.69,32.09,60.46,96.34,1.4,9.52,Karimnagar,2021,04-Jun-21,04-06-2021,44351,72,,,,
7.61,24.14,35.44,45.64,98.71,0,11.16,Karimnagar,2021,05-Jun-21,05-06-2021,44352,72,,,,
1.82,26.33,34.88,48.61,89.41,0,9.09,Karimnagar,2021,06-Jun-21,06-06-2021,44353,72,,,,
0.72,26.76,37.09,41.14,84.84,0,9.41,Karimnagar,2021,07-Jun-21,07-06-2021,44354,72,,,,
2.84,27.27,36.93,41.85,85.76,0,11.12,Karimnagar,2021,08-Jun-21,08-06-2021,44355,72,,,,
35.71,23.84,37.01,41.14,99.11,1.6,14.33,Karimnagar,2021,09-Jun-21,09-06-2021,44356,72,,,,
0.41,25.31,33.01,62.04,98.02,1.35,12.18,Karimnagar,2021,10-Jun-21,10-06-2021,44357,72,,,,
22.9,23.48,33.36,59.16,98.59,0.67,16.44,Karimnagar,2021,11-Jun-21,11-06-2021,44358,72,,,,
1.43,23.76,31.68,64.41,95.17,0.9,20.25,Karimnagar,2021,12-Jun-21,12-06-2021,44359,72,,,,
0.16,25.59,31.98,66.7,91.68,0,14.28,Karimnagar,2021,13-Jun-21,13-06-2021,44360,72,,,,
50.75,22.23,34.96,52.39,98.86,0,18.49,Karimnagar,2021,14-Jun-21,14-06-2021,44361,72,,,,
10.71,23.23,32.01,78.06,98.19,0.2,14.16,Karimnagar,2021,15-Jun-21,15-06-2021,44362,72,,,,
1.76,24.88,32.9,71.63,98.18,0,13.23,Karimnagar,2021,16-Jun-21,16-06-2021,44363,72,,,,
0.61,25.57,33.94,54.74,91.37,0,13.68,Karimnagar,2021,17-Jun-21,17-06-2021,44364,72,,,,
2.48,24.19,31.66,65.64,97.68,0,15.82,Karimnagar,2021,18-Jun-21,18-06-2021,44365,72,,,,
0.53,25.79,33.64,54.23,85.18,2.63,16.44,Karimnagar,2021,19-Jun-21,19-06-2021,44366,72,,,,
0.8,25.39,32.62,56.33,83.8,1.43,14.71,Karimnagar,2021,20-Jun-21,20-06-2021,44367,72,,,,
0.04,25.76,34.54,48.54,79.54,0,15.86,Karimnagar,2021,21-Jun-21,21-06-2021,44368,72,,,,
0.01,27.57,35.16,43.96,82.47,0,12.95,Karimnagar,2021,22-Jun-21,22-06-2021,44369,72,,,,
0.45,25.49,34.04,48.52,92.98,0,12.91,Karimnagar,2021,23-Jun-21,23-06-2021,44370,72,,,,
3.11,24.44,30.64,64.41,94.44,0,11.78,Karimnagar,2021,24-Jun-21,24-06-2021,44371,72,,,,
10.53,23.84,31.26,68.46,98.83,0,13.08,Karimnagar,2021,25-Jun-21,25-06-2021,44372,72,,,,
1.68,25.92,32.64,59.91,92.63,0.1,12.68,Karimnagar,2021,26-Jun-21,26-06-2021,44373,72,,,,
30.48,23.74,33.88,58.59,99.09,0.4,11.79,Karimnagar,2021,27-Jun-21,27-06-2021,44374,72,,,,
27.84,24,32.54,76.23,98.38,0,10.67,Karimnagar,2021,28-Jun-21,28-06-2021,44375,72,,,,
0,25.69,33.56,64.33,98.2,0,4.14,Karimnagar,2021,29-Jun-21,29-06-2021,44376,72,,,,
0.93,26.56,35.77,55.86,93.8,0,5.78,Karimnagar,2021,30-Jun-21,30-06-2021,44377,72,,,,
19.87,23.9,36.39,52.02,98.24,0.7,11.34,Karimnagar,2021,01-Jul-21,01-07-2021,44378,57,,,,
46.87,23.28,33.29,70.24,98.34,0,15.71,Karimnagar,2021,02-Jul-21,02-07-2021,44379,57,,,,
1,25.32,28.62,85.33,98.78,0,8.78,Karimnagar,2021,03-Jul-21,03-07-2021,44380,57,,,,
0.02,25.59,33.08,60.56,96.21,0,10.81,Karimnagar,2021,04-Jul-21,04-07-2021,44381,57,,,,
0.07,26.23,36.01,52.11,96.28,0,9.39,Karimnagar,2021,05-Jul-21,05-07-2021,44382,57,,,,
0.1,25.69,33.63,59.82,99.27,0,6.67,Karimnagar,2021,06-Jul-21,06-07-2021,44383,57,,,,
0.03,26.45,36.56,47.69,96.63,0,8.43,Karimnagar,2021,07-Jul-21,07-07-2021,44384,57,,,,
21.58,23.57,35.89,50.99,96.05,0.8,13.63,Karimnagar,2021,08-Jul-21,08-07-2021,44385,57,,,,
0,25.06,29.93,76.66,97.27,0,7.58,Karimnagar,2021,09-Jul-21,09-07-2021,44386,57,,,,
0.93,25.14,33.23,68.43,97.52,0,9.44,Karimnagar,2021,10-Jul-21,10-07-2021,44387,57,,,,
30.55,24.87,33.15,65.14,98.88,0,7.23,Karimnagar,2021,11-Jul-21,11-07-2021,44388,57,,,,
24.73,24.75,30.02,83.88,99.29,0,10.54,Karimnagar,2021,12-Jul-21,12-07-2021,44389,57,,,,
14.34,24.24,32.6,73.91,99.57,0,7.43,Karimnagar,2021,13-Jul-21,13-07-2021,44390,57,,,,
7.17,24.08,30.11,84.11,99.36,0,12.14,Karimnagar,2021,14-Jul-21,14-07-2021,44391,57,,,,
35.06,23.53,28.38,87.63,98.63,0,11.63,Karimnagar,2021,15-Jul-21,15-07-2021,44392,57,,,,
0.36,24.76,30.82,82.62,98.29,0.6,6.91,Karimnagar,2021,16-Jul-21,16-07-2021,44393,57,,,,
0.81,25.82,31.26,79.38,98.62,0,5.91,Karimnagar,2021,17-Jul-21,17-07-2021,44394,57,,,,
0.83,25.99,34.4,66.71,98.6,0,6.03,Karimnagar,2021,18-Jul-21,18-07-2021,44395,57,,,,
7.74,25.22,34.61,63.54,98.78,0,10.64,Karimnagar,2021,19-Jul-21,19-07-2021,44396,57,,,,
0.34,25.59,33.37,69.67,94.26,1.02,11.93,Karimnagar,2021,20-Jul-21,20-07-2021,44397,57,,,,
34.94,23.47,31.57,72.99,97.97,1.3,14.62,Karimnagar,2021,21-Jul-21,21-07-2021,44398,57,,,,
35.9,23.52,26.15,91.96,99.06,4.1,15.64,Karimnagar,2021,22-Jul-21,22-07-2021,44399,57,,,,
99.8,23.84,26.28,89.09,97.93,0.97,14.95,Karimnagar,2021,23-Jul-21,23-07-2021,44400,57,,,,
9.84,23.52,29.77,86.76,98.96,0,11.69,Karimnagar,2021,24-Jul-21,24-07-2021,44401,57,,,,
1.74,24.57,32.25,77.32,97.22,0.63,13.13,Karimnagar,2021,25-Jul-21,25-07-2021,44402,57,,,,
0.06,25.57,33.1,71.62,96.34,0,12.77,Karimnagar,2021,26-Jul-21,26-07-2021,44403,57,,,,
0.03,25.76,33.08,68.7,90.28,0.7,14.41,Karimnagar,2021,27-Jul-21,27-07-2021,44404,57,,,,
0.08,25.76,32.77,66.81,89.88,0.64,13.96,Karimnagar,2021,28-Jul-21,28-07-2021,44405,57,,,,
0.11,26.34,32.99,62.16,84.14,2.5,14.85,Karimnagar,2021,29-Jul-21,29-07-2021,44406,57,,,,
0,25.75,30.28,70.64,87.45,0.45,13.32,Karimnagar,2021,30-Jul-21,30-07-2021,44407,57,,,,
0.06,26.05,29.72,72.68,84.44,2.97,15.21,Karimnagar,2021,31-Jul-21,31-07-2021,44408,57,,,,
0.18,25.58,32.25,63.96,87.44,0.1,14.44,Karimnagar,2021,01-Aug-21,01-08-2021,44409,64,,,,
0,25.2,31.89,65.7,84.6,1.98,15.79,Karimnagar,2021,02-Aug-21,02-08-2021,44410,64,,,,
0.01,25.83,32.89,61.33,85.6,3.3,13.66,Karimnagar,2021,03-Aug-21,03-08-2021,44411,64,,,,
0.04,26.32,32.47,62.7,90.74,0,11.46,Karimnagar,2021,04-Aug-21,04-08-2021,44412,64,,,,
0,25.83,33.38,59.31,87.46,1.24,14.35,Karimnagar,2021,05-Aug-21,05-08-2021,44413,64,,,,
1.5,25.12,32.7,62.05,96.95,2.67,12.81,Karimnagar,2021,06-Aug-21,06-08-2021,44414,64,,,,
0.21,26.14,32.63,65.95,97.72,0,10.37,Karimnagar,2021,07-Aug-21,07-08-2021,44415,64,,,,
8.26,25.54,33.96,59.62,98.65,2,7.86,Karimnagar,2021,08-Aug-21,08-08-2021,44416,64,,,,
0.83,26.16,34.03,67.06,99.41,0,8.21,Karimnagar,2021,09-Aug-21,09-08-2021,44417,64,,,,
0.86,26.39,35.09,60.74,98.7,0,7.91,Karimnagar,2021,10-Aug-21,10-08-2021,44418,64,,,,
0,26.4,33.73,68.52,97.61,0,9.01,Karimnagar,2021,11-Aug-21,11-08-2021,44419,64,,,,
0,25.63,33.38,63.54,97.97,0,12.33,Karimnagar,2021,12-Aug-21,12-08-2021,44420,64,,,,
0.59,26.64,34.42,62.47,96.84,1.8,11.46,Karimnagar,2021,13-Aug-21,13-08-2021,44421,64,,,,
2.93,25.88,33.01,66.84,96.83,0,11.21,Karimnagar,2021,14-Aug-21,14-08-2021,44422,64,,,,
0.08,25.77,33.38,62.9,91.98,1.6,12.71,Karimnagar,2021,15-Aug-21,15-08-2021,44423,64,,,,
42.63,23.13,33.35,64.26,99.54,0.35,11.36,Karimnagar,2021,16-Aug-21,16-08-2021,44424,64,,,,
9.51,24.21,27.86,89.76,99.09,0.54,10.33,Karimnagar,2021,17-Aug-21,17-08-2021,44425,64,,,,
0.57,24.46,28.28,89.41,98.39,0.84,8.8,Karimnagar,2021,18-Aug-21,18-08-2021,44426,64,,,,
0.4,24.66,28.22,87.13,98.24,1.72,11.46,Karimnagar,2021,19-Aug-21,19-08-2021,44427,64,,,,
0.03,24.56,30.11,83.34,97.77,1.34,12.73,Karimnagar,2021,20-Aug-21,20-08-2021,44428,64,,,,
0.6,24.52,29.39,83.73,99.38,0,6.92,Karimnagar,2021,21-Aug-21,21-08-2021,44429,64,,,,
14.42,23.5,31.29,81.01,99.59,0,5.25,Karimnagar,2021,22-Aug-21,22-08-2021,44430,64,,,,
9.43,23.78,33.59,66.84,99,0.6,8.36,Karimnagar,2021,23-Aug-21,23-08-2021,44431,64,,,,
4.19,23.72,34.61,64.03,98.59,0.1,12.44,Karimnagar,2021,24-Aug-21,24-08-2021,44432,64,,,,
4.43,24.43,34.46,66.81,98.38,0.4,11.4,Karimnagar,2021,25-Aug-21,25-08-2021,44433,64,,,,
20.98,23.77,33.8,68.31,99.36,0,11.46,Karimnagar,2021,26-Aug-21,26-08-2021,44434,64,,,,
13.54,23.66,31.66,82.24,98.53,0,8.62,Karimnagar,2021,27-Aug-21,27-08-2021,44435,64,,,,
4.74,24.14,32.99,75.63,98.35,0,7.99,Karimnagar,2021,28-Aug-21,28-08-2021,44436,64,,,,
20.54,22.77,31.38,80.23,98.99,0.15,6.84,Karimnagar,2021,29-Aug-21,29-08-2021,44437,64,,,,
40.89,24.31,31.07,81.38,98.42,1.35,6.69,Karimnagar,2021,30-Aug-21,30-08-2021,44438,64,,,,
30.61,24.53,31.58,81.78,99.46,0,5.58,Karimnagar,2021,31-Aug-21,31-08-2021,44439,64,,,,
4.58,24.99,30.2,86.1,97.86,0.2,7.91,Karimnagar,2021,01-Sep-21,01-09-2021,44440,66,,,,
3.11,24.25,31.29,80.58,98.09,0,7.23,Karimnagar,2021,02-Sep-21,02-09-2021,44441,66,,,,
3.28,24.44,32.76,76.47,98.56,0,5.89,Karimnagar,2021,03-Sep-21,03-09-2021,44442,66,,,,
6.56,23.69,31.71,81.03,99.04,0,6.38,Karimnagar,2021,04-Sep-21,04-09-2021,44443,66,,,,
14.39,23.88,32.8,73.4,98.63,0.8,14.87,Karimnagar,2021,05-Sep-21,05-09-2021,44444,66,,,,
8.96,24.95,32.72,78.8,98.17,0.1,7.79,Karimnagar,2021,06-Sep-21,06-09-2021,44445,66,,,,
148.1,22.78,27.94,92.31,99.38,1.35,14.88,Karimnagar,2021,07-Sep-21,07-09-2021,44446,66,,,,
4.31,22.89,29.3,86.71,99.72,1.14,10.26,Karimnagar,2021,08-Sep-21,08-09-2021,44447,66,,,,
0.56,24.68,31.66,80.07,96.11,0.65,10.33,Karimnagar,2021,09-Sep-21,09-09-2021,44448,66,,,,
0,25.3,32.63,75.27,96.32,0.1,10.69,Karimnagar,2021,10-Sep-21,10-09-2021,44449,66,,,,
1.03,24.92,32.38,75.4,98.14,0.1,10.02,Karimnagar,2021,11-Sep-21,11-09-2021,44450,66,,,,
0.22,24.59,31.87,79.09,98.26,0.1,10.28,Karimnagar,2021,12-Sep-21,12-09-2021,44451,66,,,,
1.28,25.76,32.59,76.94,97.24,0.1,9.7,Karimnagar,2021,13-Sep-21,13-09-2021,44452,66,,,,
2.14,25.13,32.4,77.96,97.49,1.4,11.37,Karimnagar,2021,14-Sep-21,14-09-2021,44453,66,,,,
0,25.11,32.03,76.17,94.29,0.23,12.22,Karimnagar,2021,15-Sep-21,15-09-2021,44454,66,,,,
0,24.86,32.91,68.4,94.99,1.15,10.44,Karimnagar,2021,16-Sep-21,16-09-2021,44455,66,,,,
0,24.42,33.03,63.17,95.19,0,11.95,Karimnagar,2021,17-Sep-21,17-09-2021,44456,66,,,,
0.46,24.99,33.13,61.59,96.36,0,10.13,Karimnagar,2021,18-Sep-21,18-09-2021,44457,66,,,,
1.28,24.71,30.26,78.7,98.1,0.1,4.63,Karimnagar,2021,19-Sep-21,19-09-2021,44458,66,,,,
5.8,24.39,33.96,62.24,98.19,0,7.07,Karimnagar,2021,20-Sep-21,20-09-2021,44459,66,,,,
25.28,23.25,32.53,74.98,99.06,0,10.29,Karimnagar,2021,21-Sep-21,21-09-2021,44460,66,,,,
15.55,23.72,31.54,80.01,98.22,0.55,8.73,Karimnagar,2021,22-Sep-21,22-09-2021,44461,66,,,,
3.41,24.19,30.7,81.84,98.68,0.1,7.96,Karimnagar,2021,23-Sep-21,23-09-2021,44462,66,,,,
4.38,23.58,31.69,79.31,98.92,0,6.79,Karimnagar,2021,24-Sep-21,24-09-2021,44463,66,,,,
2.33,24.74,33.78,66.89,98.13,0,4.95,Karimnagar,2021,25-Sep-21,25-09-2021,44464,66,,,,
8.48,24.27,32.82,78.13,98.34,0.3,8.69,Karimnagar,2021,26-Sep-21,26-09-2021,44465,66,,,,
7.79,25.14,32.89,77.08,97.98,1.5,7.72,Karimnagar,2021,27-Sep-21,27-09-2021,44466,66,,,,
83.83,23.57,27.63,91.2,99,1.55,12.25,Karimnagar,2021,28-Sep-21,28-09-2021,44467,66,,,,
0.48,23.59,32.12,77.16,97.85,2.4,10.19,Karimnagar,2021,29-Sep-21,29-09-2021,44468,66,,,,
0,23.87,33.36,63.78,97.61,0,6.86,Karimnagar,2021,30-Sep-21,30-09-2021,44469,66,,,,
0,25.06,34.18,60.15,98.06,0.9,5.32,Karimnagar,2021,01-Oct-21,01-10-2021,44470,68,,,,
2.28,24.64,34.24,66.76,98.05,0,5.07,Karimnagar,2021,02-Oct-21,02-10-2021,44471,68,,,,
0.04,25.04,33.81,65.99,98.42,0,4.78,Karimnagar,2021,03-Oct-21,03-10-2021,44472,68,,,,
2.67,24.96,34.84,60.6,98.34,0,5.41,Karimnagar,2021,04-Oct-21,04-10-2021,44473,68,,,,
1.1,24.88,34.04,69.19,97.73,0,4.6,Karimnagar,2021,05-Oct-21,05-10-2021,44474,68,,,,
0,24.19,32.98,71.18,97.47,0,7.49,Karimnagar,2021,06-Oct-21,06-10-2021,44475,68,,,,
0,24.26,34.01,64.12,97.49,0.1,4.83,Karimnagar,2021,07-Oct-21,07-10-2021,44476,68,,,,
0,24.7,34.1,67.04,98.11,0,6.25,Karimnagar,2021,08-Oct-21,08-10-2021,44477,68,,,,
0.36,24.26,34.58,63.87,96.83,0.85,4.73,Karimnagar,2021,09-Oct-21,09-10-2021,44478,68,,,,
0.08,24.26,33.68,68.47,97.59,0,6.81,Karimnagar,2021,10-Oct-21,10-10-2021,44479,68,,,,
0,21.9,33.97,48.69,97.18,0,6.69,Karimnagar,2021,11-Oct-21,11-10-2021,44480,68,,,,
0,21.71,33.86,47.12,96.08,0,5.81,Karimnagar,2021,12-Oct-21,12-10-2021,44481,68,,,,
0,23.12,33.62,51.49,95.45,0,6.61,Karimnagar,2021,13-Oct-21,13-10-2021,44482,68,,,,
0,22.74,33.61,49.74,96.72,0,6.33,Karimnagar,2021,14-Oct-21,14-10-2021,44483,68,,,,
0,21.86,33.95,50.28,90.74,0.83,6.65,Karimnagar,2021,15-Oct-21,15-10-2021,44484,68,,,,
12.41,23.98,32.98,57.19,98.31,0,7.6,Karimnagar,2021,16-Oct-21,16-10-2021,44485,68,,,,
32.67,23.91,31.06,82.62,99.31,0,5.99,Karimnagar,2021,17-Oct-21,17-10-2021,44486,68,,,,
0.68,24.31,32.39,76.29,99.65,0.3,5.94,Karimnagar,2021,18-Oct-21,18-10-2021,44487,68,,,,
0,24.01,33.41,62.39,98.26,0,8.18,Karimnagar,2021,19-Oct-21,19-10-2021,44488,68,,,,
0,21.61,33.58,50.96,98.22,0,7.27,Karimnagar,2021,20-Oct-21,20-10-2021,44489,68,,,,
0,20.85,33.04,56.18,96.31,1,5.31,Karimnagar,2021,21-Oct-21,21-10-2021,44490,68,,,,
0,20.37,33.51,44.97,96.67,0,4.91,Karimnagar,2021,22-Oct-21,22-10-2021,44491,68,,,,
0,19.67,33.19,37.82,95.19,0,5.77,Karimnagar,2021,23-Oct-21,23-10-2021,44492,68,,,,
0,19.41,33.28,38.75,97.82,0,6,Karimnagar,2021,24-Oct-21,24-10-2021,44493,68,,,,
0,19.54,33.04,40.46,97.24,0,4.32,Karimnagar,2021,25-Oct-21,25-10-2021,44494,68,,,,
0,18.78,32.18,43.26,96.53,0.5,7.8,Karimnagar,2021,26-Oct-21,26-10-2021,44495,68,,,,
0,18.61,32.18,38.28,95.36,0,6.9,Karimnagar,2021,27-Oct-21,27-10-2021,44496,68,,,,
0,19.66,31.8,40.06,91.58,0,8.59,Karimnagar,2021,28-Oct-21,28-10-2021,44497,68,,,,
0,19.92,32.1,39.74,88.42,1.8,9.47,Karimnagar,2021,29-Oct-21,29-10-2021,44498,68,,,,
0,21.26,31.96,50.72,91.08,0.2,7.56,Karimnagar,2021,30-Oct-21,30-10-2021,44499,68,,,,
0,20.84,32.63,53.04,96.19,0,6.49,Karimnagar,2021,31-Oct-21,31-10-2021,44500,68,,,,
0,18.71,32.54,38.6,94.34,0,,Karimnagar,2021,01-Nov-21,01-11-2021,44501,73,,,,
0,20.41,33.03,32.58,93.19,0,,Karimnagar,2021,02-Nov-21,02-11-2021,44502,73,,,,
0,21.68,31.79,50.64,97.24,0,,Karimnagar,2021,03-Nov-21,03-11-2021,44503,73,,,,
1.18,21.58,31.91,61.69,98.15,0,,Karimnagar,2021,04-Nov-21,04-11-2021,44504,73,,,,
0.1,21.81,32.7,57.6,98.79,0,,Karimnagar,2021,05-Nov-21,05-11-2021,44505,73,,,,
0,20.51,32.75,53.25,98.65,0,,Karimnagar,2021,06-Nov-21,06-11-2021,44506,73,,,,
0,18.15,32.21,44.09,97.91,0,,Karimnagar,2021,07-Nov-21,07-11-2021,44507,73,,,,
0,16.46,31.41,33.36,93.65,0,,Karimnagar,2021,08-Nov-21,08-11-2021,44508,73,,,,
0,16.26,31.43,29.28,91.84,0,,Karimnagar,2021,09-Nov-21,09-11-2021,44509,73,,,,
0,17.44,30.1,36.23,90.22,0,,Karimnagar,2021,10-Nov-21,10-11-2021,44510,73,,,,
0,18.8,31.72,28.9,77.64,0,,Karimnagar,2021,11-Nov-21,11-11-2021,44511,73,,,,
0,21.94,30.56,42.22,78.15,0,,Karimnagar,2021,12-Nov-21,12-11-2021,44512,73,,,,
0,23.63,31.91,55.44,95.75,0,,Karimnagar,2021,13-Nov-21,13-11-2021,44513,73,,,,
1.59,23.01,31.34,68.54,98.55,0,,Karimnagar,2021,14-Nov-21,14-11-2021,44514,73,,,,
2.14,23.58,32.89,61.92,97.15,0,,Karimnagar,2021,15-Nov-21,15-11-2021,44515,73,,,,
16.24,23.3,32.68,61.96,98.19,0,,Karimnagar,2021,16-Nov-21,16-11-2021,44516,73,,,,
1.24,23.08,32.49,71.7,98.12,0,,Karimnagar,2021,17-Nov-21,17-11-2021,44517,73,,,,
0,23.96,31.73,67.96,97.89,0,,Karimnagar,2021,18-Nov-21,18-11-2021,44518,73,,,,
0.08,23.09,32.29,66.99,97.68,0,,Karimnagar,2021,19-Nov-21,19-11-2021,44519,73,,,,
0.52,23.36,31.96,70.2,97.59,0,,Karimnagar,2021,20-Nov-21,20-11-2021,44520,73,,,,
0.33,22.92,31.56,70.53,98.24,0,,Karimnagar,2021,21-Nov-21,21-11-2021,44521,73,,,,
0.51,23.67,32.26,61.26,97.31,0,,Karimnagar,2021,22-Nov-21,22-11-2021,44522,73,,,,
0,23.59,33.55,57.42,97.84,0,,Karimnagar,2021,23-Nov-21,23-11-2021,44523,73,,,,
0.62,22.4,32.81,65.56,99.15,0,,Karimnagar,2021,24-Nov-21,24-11-2021,44524,73,,,,
0,20.04,33.14,54.1,98.51,0,,Karimnagar,2021,25-Nov-21,25-11-2021,44525,73,,,,
0,18.73,32.39,43.94,97.93,0,,Karimnagar,2021,26-Nov-21,26-11-2021,44526,73,,,,
0,18.2,32.39,41.84,96.46,0,,Karimnagar,2021,27-Nov-21,27-11-2021,44527,73,,,,
0,17.41,30.96,39.73,92.15,0,,Karimnagar,2021,28-Nov-21,28-11-2021,44528,73,,,,
0,20.45,30.82,42.5,81.25,0,,Karimnagar,2021,29-Nov-21,29-11-2021,44529,73,,,,
0,20.86,29.32,46.8,79.26,0,,Karimnagar,2021,30-Nov-21,30-11-2021,44530,73,,,,
0,17.23,31.51,37.04,92.92,0,6.65,Karimnagar,2021,01-Dec-21,01-12-2021,44531,82,,,,
0,18.46,31.41,36.46,93.43,0.3,5.58,Karimnagar,2021,02-Dec-21,02-12-2021,44532,82,,,,
0,18.91,31.6,46.73,97.51,0,6.64,Karimnagar,2021,03-Dec-21,03-12-2021,44533,82,,,,
0,18.06,31.59,48.94,91.55,0.6,5.55,Karimnagar,2021,04-Dec-21,04-12-2021,44534,82,,,,
0,18.07,32.43,36.56,89.73,0.65,5.04,Karimnagar,2021,05-Dec-21,05-12-2021,44535,82,,,,
0,17.99,32.04,40.4,94.21,0,7.24,Karimnagar,2021,06-Dec-21,06-12-2021,44536,82,,,,
0,18.87,32.78,41.58,95.6,0,6.04,Karimnagar,2021,07-Dec-21,07-12-2021,44537,82,,,,
0,18.59,31.71,46.11,95.85,0,6.35,Karimnagar,2021,08-Dec-21,08-12-2021,44538,82,,,,
0,19.13,31.49,42.99,93.98,0,4.74,Karimnagar,2021,09-Dec-21,09-12-2021,44539,82,,,,
0,20.15,31.87,45.63,95.34,0,5.01,Karimnagar,2021,10-Dec-21,10-12-2021,44540,82,,,,
0,18.98,31.34,53.03,97.51,0,4.82,Karimnagar,2021,11-Dec-21,11-12-2021,44541,82,,,,
0,17.39,31.58,37.45,92.21,0,6.39,Karimnagar,2021,12-Dec-21,12-12-2021,44542,82,,,,
0,17.1,30.82,41.65,92.85,0,6.19,Karimnagar,2021,13-Dec-21,13-12-2021,44543,82,,,,
0,17.03,31.67,40.83,96.24,0,4.13,Karimnagar,2021,14-Dec-21,14-12-2021,44544,82,,,,
0,16.21,29.36,47.34,96.18,0,3.79,Karimnagar,2021,15-Dec-21,15-12-2021,44545,82,,,,
0,14.17,28.35,42.33,96.93,0,5.56,Karimnagar,2021,16-Dec-21,16-12-2021,44546,82,,,,
0,13.76,29.19,34.11,93.15,0,6.64,Karimnagar,2021,17-Dec-21,17-12-2021,44547,82,,,,
0,13.67,29.06,33.18,94.5,0,7.23,Karimnagar,2021,18-Dec-21,18-12-2021,44548,82,,,,
0,14.38,28.86,36.44,95.16,0,7.81,Karimnagar,2021,19-Dec-21,19-12-2021,44549,82,,,,
0,13.48,28.66,42,93.33,0,4.31,Karimnagar,2021,20-Dec-21,20-12-2021,44550,82,,,,
0,11,28.16,32.21,91.99,0,5.37,Karimnagar,2021,21-Dec-21,21-12-2021,44551,82,,,,
0,11.19,28.84,18.26,90.26,0,4.69,Karimnagar,2021,22-Dec-21,22-12-2021,44552,82,,,,
0,12.44,29.98,20.94,92.08,0,4.96,Karimnagar,2021,23-Dec-21,23-12-2021,44553,82,,,,
0,14.3,31.61,24.83,93.98,0,4.68,Karimnagar,2021,24-Dec-21,24-12-2021,44554,82,,,,
0,17.56,32.54,31.36,96.17,0,5.48,Karimnagar,2021,25-Dec-21,25-12-2021,44555,82,,,,
0,18.07,31.77,45.23,98.28,0,4.79,Karimnagar,2021,26-Dec-21,26-12-2021,44556,82,,,,
0,18.66,30.09,58.13,97.7,0,6.27,Karimnagar,2021,27-Dec-21,27-12-2021,44557,82,,,,
0,18.22,29.18,64.19,98.68,0,7.12,Karimnagar,2021,28-Dec-21,28-12-2021,44558,82,,,,
0,18.56,30.24,49.06,97.07,0,7.73,Karimnagar,2021,29-Dec-21,29-12-2021,44559,82,,,,
0,19.25,30.29,49.09,94.68,0.9,8.16,Karimnagar,2021,30-Dec-21,30-12-2021,44560,82,,,,
