Average of cumm_rainfall,Average of temp_min,Average of temp_max,Average of humidity_min,Average of humidity_max,Average of wind_speed_min,Average of wind_speed_max,District,Average of Year,Constructed date,date,datevalue,AQI,,,,
41.42,23.27,25.74,87.82,97.65,4.18,16.21,Karimnagar,2018,21-Aug-18,21-08-2018,43333,91,,,,
1.2,24.45,30.85,75.81,94.98,4.52,14.5,Karimnagar,2018,22-Aug-18,22-08-2018,43334,91,,,,
0.24,25.1,32.85,69.82,94.43,0.2,12.54,Karimnagar,2018,23-Aug-18,23-08-2018,43335,91,,,,
5.55,24.75,32.21,71.8,97.64,1.05,11.65,Karimnagar,2018,24-Aug-18,24-08-2018,43336,91,,,,
0.18,25.18,33.14,66.93,95.35,0,12.63,Karimnagar,2018,25-Aug-18,25-08-2018,43337,91,,,,
0.07,25.28,32.74,68.82,92.41,1.74,10.66,Karimnagar,2018,26-Aug-18,26-08-2018,43338,91,,,,
5.97,23.26,30.1,77.16,97.69,1.15,9.96,Karimnagar,2018,27-Aug-18,27-08-2018,43339,91,,,,
0.09,25,30.19,76.44,95.54,1.38,10.72,Karimnagar,2018,28-Aug-18,28-08-2018,43340,91,,,,
0.01,24.86,31.84,73.21,96.99,0,10.79,Karimnagar,2018,29-Aug-18,29-08-2018,43341,91,,,,
0.11,24.49,33.61,63.1,95.52,0,11.11,Karimnagar,2018,30-Aug-18,30-08-2018,43342,91,,,,
1.71,24.5,33.84,60.67,95.58,0.58,10.43,Karimnagar,2018,31-Aug-18,31-08-2018,43343,91,,,,
0.54,24.44,31.42,73.33,97.11,0.67,11.67,Karimnagar,2018,01-Sep-18,01-09-2018,43344,100,,,,
0.67,24.8,32.98,65.42,95.2,0,10.6,Karimnagar,2018,02-Sep-18,02-09-2018,43345,100,,,,
0.04,24.69,33.54,62.36,91.8,0.17,10.64,Karimnagar,2018,03-Sep-18,03-09-2018,43346,100,,,,
0.05,24.67,34.11,60.05,94.03,1.88,9.85,Karimnagar,2018,04-Sep-18,04-09-2018,43347,100,,,,
0.09,25.24,33.87,55.83,91.09,0.65,11.37,Karimnagar,2018,05-Sep-18,05-09-2018,43348,100,,,,
0.18,25.14,33.52,58.59,91.53,1.93,11.96,Karimnagar,2018,06-Sep-18,06-09-2018,43349,100,,,,
0.09,25.4,32.42,60.56,87.74,1.3,13.34,Karimnagar,2018,07-Sep-18,07-09-2018,43350,100,,,,
0,23.38,30.83,64.2,96.56,0,11.4,Karimnagar,2018,08-Sep-18,08-09-2018,43351,100,,,,
0.02,21.94,34.58,49.82,96.67,0,8.29,Karimnagar,2018,09-Sep-18,09-09-2018,43352,100,,,,
0,24.27,35.22,48.3,96.46,0,5.5,Karimnagar,2018,10-Sep-18,10-09-2018,43353,100,,,,
0.37,23.94,35.56,53.09,95.88,0,6.44,Karimnagar,2018,11-Sep-18,11-09-2018,43354,100,,,,
0.06,25.52,35.77,48.98,96.4,0,5.58,Karimnagar,2018,12-Sep-18,12-09-2018,43355,100,,,,
5.69,23.88,34.24,66.38,98.14,0,11,Karimnagar,2018,13-Sep-18,13-09-2018,43356,100,,,,
0.04,24.91,35.14,57.04,96.34,0,5.94,Karimnagar,2018,14-Sep-18,14-09-2018,43357,100,,,,
0.01,24.34,35.73,51.21,96.42,0,6.12,Karimnagar,2018,15-Sep-18,15-09-2018,43358,100,,,,
0.06,25.18,35.75,50.46,95.46,0,6.22,Karimnagar,2018,16-Sep-18,16-09-2018,43359,100,,,,
0.03,25.52,35.36,54.7,95.32,0,7.62,Karimnagar,2018,17-Sep-18,17-09-2018,43360,100,,,,
9.23,23.85,35.24,55.17,97,1.3,10.98,Karimnagar,2018,18-Sep-18,18-09-2018,43361,100,,,,
0.5,24.78,34.43,62.3,95.14,0.3,9.84,Karimnagar,2018,19-Sep-18,19-09-2018,43362,100,,,,
0.93,24.52,31.28,73.34,95.41,0,6.26,Karimnagar,2018,20-Sep-18,20-09-2018,43363,100,,,,
6.18,24.07,32.57,67.33,96.15,0.5,7.31,Karimnagar,2018,21-Sep-18,21-09-2018,43364,100,,,,
68.84,21.62,25.01,87.07,97.57,1.35,14.61,Karimnagar,2018,22-Sep-18,22-09-2018,43365,100,,,,
3.52,24,33.54,71.29,97.1,0.65,10.91,Karimnagar,2018,23-Sep-18,23-09-2018,43366,100,,,,
0.02,24.59,35.42,57.96,97.34,1.7,9.12,Karimnagar,2018,24-Sep-18,24-09-2018,43367,100,,,,
1.79,24.48,34.61,63.75,97.55,0.7,8.63,Karimnagar,2018,25-Sep-18,25-09-2018,43368,100,,,,
1.37,24.75,34.86,65.43,97.15,1.2,5.91,Karimnagar,2018,26-Sep-18,26-09-2018,43369,100,,,,
1.74,24.34,34.62,66.64,96.84,0,7.51,Karimnagar,2018,27-Sep-18,27-09-2018,43370,100,,,,
0,24.15,34.52,62.45,96.37,0,4.7,Karimnagar,2018,28-Sep-18,28-09-2018,43371,100,,,,
0.01,24.95,34.55,64.89,97.32,0,4.62,Karimnagar,2018,29-Sep-18,29-09-2018,43372,100,,,,
0.01,24.87,34.82,63.61,96.83,0,4.85,Karimnagar,2018,30-Sep-18,30-09-2018,43373,100,,,,
0.01,24.74,35.24,62.39,96.53,0,5.25,Karimnagar,2018,01-Oct-18,01-10-2018,43374,98,,,,
2.16,24.31,34.9,63.73,97.26,0,5.81,Karimnagar,2018,02-Oct-18,02-10-2018,43375,98,,,,
0,24.76,35.02,60.73,96.94,0,3.99,Karimnagar,2018,03-Oct-18,03-10-2018,43376,98,,,,
0,24.67,35.04,63.45,95.64,0,5.09,Karimnagar,2018,04-Oct-18,04-10-2018,43377,98,,,,
0,22.71,34.86,61.89,95.96,0,5.47,Karimnagar,2018,05-Oct-18,05-10-2018,43378,98,,,,
0.03,22.32,34.86,51.66,94.53,0,5.94,Karimnagar,2018,06-Oct-18,06-10-2018,43379,98,,,,
0,23.34,34.82,52.65,96.33,0,5.77,Karimnagar,2018,07-Oct-18,07-10-2018,43380,98,,,,
0,22.81,34.75,55.61,96.17,0,5.42,Karimnagar,2018,08-Oct-18,08-10-2018,43381,98,,,,
0,21.59,34.86,45.77,95.04,0,6.37,Karimnagar,2018,09-Oct-18,09-10-2018,43382,98,,,,
0,22.2,35.19,44.89,92.38,2.6,5.69,Karimnagar,2018,10-Oct-18,10-10-2018,43383,98,,,,
0,22.33,34.28,46.62,87.86,3.65,7.88,Karimnagar,2018,11-Oct-18,11-10-2018,43384,98,,,,
0,22.22,32.93,44.18,83.48,0.65,8.92,Karimnagar,2018,12-Oct-18,12-10-2018,43385,98,,,,
0,22.48,33.18,59.03,95.14,0,7.06,Karimnagar,2018,13-Oct-18,13-10-2018,43386,98,,,,
0,22.74,35.52,47.2,95.84,0,5,Karimnagar,2018,14-Oct-18,14-10-2018,43387,98,,,,
0,22.46,34.37,51.2,95.02,0,5.34,Karimnagar,2018,15-Oct-18,15-10-2018,43388,98,,,,
0,23.09,33.68,53.9,96.39,0,6.98,Karimnagar,2018,16-Oct-18,16-10-2018,43389,98,,,,
0,24.05,33.84,54.6,95.69,0,6.01,Karimnagar,2018,17-Oct-18,17-10-2018,43390,98,,,,
0,23.2,34.75,47.58,96.4,0,5.71,Karimnagar,2018,18-Oct-18,18-10-2018,43391,98,,,,
0,21.83,35.02,42.35,96.26,0,6.31,Karimnagar,2018,19-Oct-18,19-10-2018,43392,98,,,,
0,20.91,35.08,42.45,94.36,0,6.94,Karimnagar,2018,20-Oct-18,20-10-2018,43393,98,,,,
0,22.63,35.21,42.01,91.49,0,6.64,Karimnagar,2018,21-Oct-18,21-10-2018,43394,98,,,,
0,22.1,35.5,42,91.58,0,5.34,Karimnagar,2018,22-Oct-18,22-10-2018,43395,98,,,,
0,22.31,36.12,37.14,91.04,0,4.08,Karimnagar,2018,23-Oct-18,23-10-2018,43396,98,,,,
0,24.17,35.66,42.99,89.52,0,5.6,Karimnagar,2018,24-Oct-18,24-10-2018,43397,98,,,,
0,20.93,34.31,51.06,95.68,0,4.69,Karimnagar,2018,25-Oct-18,25-10-2018,43398,98,,,,
0,17.91,34.82,30.9,90.48,0,8.14,Karimnagar,2018,26-Oct-18,26-10-2018,43399,98,,,,
0,17.68,34.57,25.49,86.96,2.4,8.09,Karimnagar,2018,27-Oct-18,27-10-2018,43400,98,,,,
0,17.5,34.5,28,89.93,0,7.02,Karimnagar,2018,28-Oct-18,28-10-2018,43401,98,,,,
0,17.32,33.84,31.46,84.05,2.4,8.76,Karimnagar,2018,29-Oct-18,29-10-2018,43402,98,,,,
0,17.75,32.9,30.38,82.36,2.8,10.01,Karimnagar,2018,30-Oct-18,30-10-2018,43403,98,,,,
0,18.2,33.92,30.46,87.62,3.1,6.84,Karimnagar,2018,31-Oct-18,31-10-2018,43404,98,,,,
0,18.84,33.86,35.83,87.87,0,7,Karimnagar,2018,01-Nov-18,01-11-2018,43405,106,,,,
0,20.62,34.19,41.84,93.53,0,6.72,Karimnagar,2018,02-Nov-18,02-11-2018,43406,106,,,,
0,23.65,34.12,47.89,92.55,0,6.81,Karimnagar,2018,03-Nov-18,03-11-2018,43407,106,,,,
0,22.97,34.91,46.66,96.06,0,9.49,Karimnagar,2018,04-Nov-18,04-11-2018,43408,106,,,,
0,22.36,35.12,44.79,93.95,0,8.97,Karimnagar,2018,05-Nov-18,05-11-2018,43409,106,,,,
0,22.05,35.45,44.51,95.28,0,7.45,Karimnagar,2018,06-Nov-18,06-11-2018,43410,106,,,,
0,22.36,35.67,41.09,94.14,0,5.93,Karimnagar,2018,07-Nov-18,07-11-2018,43411,106,,,,
0,21.63,35.08,44.08,95.13,0,5.36,Karimnagar,2018,08-Nov-18,08-11-2018,43412,106,,,,
0,21.42,35.28,39.66,93.97,0,5.71,Karimnagar,2018,09-Nov-18,09-11-2018,43413,106,,,,
0,19.6,34.97,38.66,92.86,0,6,Karimnagar,2018,10-Nov-18,10-11-2018,43414,106,,,,
0,16.75,34.55,31.18,88.74,0,6.73,Karimnagar,2018,11-Nov-18,11-11-2018,43415,106,,,,
0,15.27,34.31,23.56,87.63,0,6.35,Karimnagar,2018,12-Nov-18,12-11-2018,43416,106,,,,
0,15.68,33.79,21.38,81.58,0,7.45,Karimnagar,2018,13-Nov-18,13-11-2018,43417,106,,,,
0,16.35,33.97,21.6,83,1.2,7.13,Karimnagar,2018,14-Nov-18,14-11-2018,43418,106,,,,
0,16.54,34.42,24.48,84.39,0,6.39,Karimnagar,2018,15-Nov-18,15-11-2018,43419,106,,,,
0,17.65,34.42,24.58,79.89,0,7.63,Karimnagar,2018,16-Nov-18,16-11-2018,43420,106,,,,
0,21.64,35.22,26.19,90.74,0,5.04,Karimnagar,2018,17-Nov-18,17-11-2018,43421,106,,,,
0,22.8,35.02,43.5,94.96,0,5.37,Karimnagar,2018,18-Nov-18,18-11-2018,43422,106,,,,
0,23.2,34.69,49.41,95.21,0,7.18,Karimnagar,2018,19-Nov-18,19-11-2018,43423,106,,,,
0,22.14,34.98,44.17,94.25,0,8.27,Karimnagar,2018,20-Nov-18,20-11-2018,43424,106,,,,
0,19.36,33.71,42.67,92.67,0,7.03,Karimnagar,2018,21-Nov-18,21-11-2018,43425,106,,,,
0,18.09,33.81,34.01,89.72,0,8.59,Karimnagar,2018,22-Nov-18,22-11-2018,43426,106,,,,
0,18.84,34.08,30.21,87.02,0,7.51,Karimnagar,2018,23-Nov-18,23-11-2018,43427,106,,,,
0,17.43,32.77,32.61,87,0,6.58,Karimnagar,2018,24-Nov-18,24-11-2018,43428,106,,,,
0,15.92,33.17,29.05,87.25,0,5.83,Karimnagar,2018,25-Nov-18,25-11-2018,43429,106,,,,
0,14.84,32.88,26.07,83.6,0,6.22,Karimnagar,2018,26-Nov-18,26-11-2018,43430,106,,,,
0,14.31,31.68,27.36,86.75,0,7.14,Karimnagar,2018,27-Nov-18,27-11-2018,43431,106,,,,
0,15.3,32.37,29.75,89.22,0,6.24,Karimnagar,2018,28-Nov-18,28-11-2018,43432,106,,,,
0,15.64,32.05,35.09,88.63,0,6.79,Karimnagar,2018,29-Nov-18,29-11-2018,43433,106,,,,
0,14.79,32.88,30.01,87.47,0,5.91,Karimnagar,2018,30-Nov-18,30-11-2018,43434,106,,,,
0,15.32,31.36,33.58,87.98,0,5.6,Karimnagar,2018,01-Dec-18,01-12-2018,43435,100,,,,
0,15.04,31.55,35.13,89.43,0,6.32,Karimnagar,2018,02-Dec-18,02-12-2018,43436,100,,,,
0,15.85,31.78,37.41,91.62,0,5.7,Karimnagar,2018,03-Dec-18,03-12-2018,43437,100,,,,
0,16.69,31.52,40.61,89.92,0,5.33,Karimnagar,2018,04-Dec-18,04-12-2018,43438,100,,,,
0,20.47,32.56,38.89,84.8,0,3.6,Karimnagar,2018,05-Dec-18,05-12-2018,43439,100,,,,
0,20.35,32.66,50.16,93.16,1.5,4.59,Karimnagar,2018,06-Dec-18,06-12-2018,43440,100,,,,
0,21.13,32.43,52.21,95.49,0,5.65,Karimnagar,2018,07-Dec-18,07-12-2018,43441,100,,,,
0,21.56,32.43,54.64,95.08,0,6.4,Karimnagar,2018,08-Dec-18,08-12-2018,43442,100,,,,
0,21.9,32.24,51.51,93.21,0,8.73,Karimnagar,2018,09-Dec-18,09-12-2018,43443,100,,,,
0.24,23.02,31.99,53.09,90.03,0.57,9.52,Karimnagar,2018,10-Dec-18,10-12-2018,43444,100,,,,
0.15,21.89,32.05,52.13,92.21,1.63,9.13,Karimnagar,2018,11-Dec-18,11-12-2018,43445,100,,,,
0.06,21.2,30.91,58,95.57,0,7.83,Karimnagar,2018,12-Dec-18,12-12-2018,43446,100,,,,
1.11,21.84,31.51,55.72,92.7,3.2,8.06,Karimnagar,2018,13-Dec-18,13-12-2018,43447,100,,,,
6.49,20.54,29.98,56.61,96.34,0,9.51,Karimnagar,2018,14-Dec-18,14-12-2018,43448,100,,,,
0.13,18.23,26.76,74.46,97.03,0,5.28,Karimnagar,2018,15-Dec-18,15-12-2018,43449,100,,,,
0,18.03,29.57,38.57,81.79,3.05,7.1,Karimnagar,2018,16-Dec-18,16-12-2018,43450,100,,,,
0.43,18.27,27.83,39.11,87.16,0.93,8.57,Karimnagar,2018,17-Dec-18,17-12-2018,43451,100,,,,
9.79,16.7,20.34,79.36,98.48,2.21,8.92,Karimnagar,2018,18-Dec-18,18-12-2018,43452,100,,,,
0.13,15.04,22.51,77.94,97.71,4.1,8.93,Karimnagar,2018,19-Dec-18,19-12-2018,43453,100,,,,
0,15.02,27.2,55.57,95.13,0,6.83,Karimnagar,2018,20-Dec-18,20-12-2018,43454,100,,,,
0,15.94,28.5,53.25,95.82,0,5.63,Karimnagar,2018,21-Dec-18,21-12-2018,43455,100,,,,
0,15.53,29.65,43.28,97.42,0,5.33,Karimnagar,2018,22-Dec-18,22-12-2018,43456,100,,,,
0,16.29,29.66,43.06,96.87,0,4.4,Karimnagar,2018,23-Dec-18,23-12-2018,43457,100,,,,
0,16.3,30.26,47.67,96.07,0,4.54,Karimnagar,2018,24-Dec-18,24-12-2018,43458,100,,,,
0,15.52,30.23,40.73,96.07,0,5.56,Karimnagar,2018,25-Dec-18,25-12-2018,43459,100,,,,
0,17.14,31.4,35.41,91.45,0.4,4.99,Karimnagar,2018,26-Dec-18,26-12-2018,43460,100,,,,
0,19.63,32.36,45.72,96.86,0.9,7.71,Karimnagar,2018,27-Dec-18,27-12-2018,43461,100,,,,
0,13.65,29.6,48.74,92.23,0,5.81,Karimnagar,2018,28-Dec-18,28-12-2018,43462,100,,,,
0,12.25,27.97,27.45,84.84,1.6,7.94,Karimnagar,2018,29-Dec-18,29-12-2018,43463,100,,,,
0,11.32,27.57,32.74,86.7,0,6.6,Karimnagar,2018,30-Dec-18,30-12-2018,43464,100,,,,
0,10.63,28.12,29.33,91.39,0,5.88,Karimnagar,2018,31-Dec-18,31-12-2018,43465,100,,,,
0,11.2,28.34,23.69,85.88,1.7,5.77,Karimnagar,2019,01-Jan-19,01-01-2019,43466,104,,,,
0,11.67,30.18,23.29,90.76,0.3,5.56,Karimnagar,2019,02-Jan-19,02-01-2019,43467,104,,,,
0,13.92,31.7,24.6,90.17,0,4.39,Karimnagar,2019,03-Jan-19,03-01-2019,43468,104,,,,
0,13.19,31.61,28.97,93.79,0,4.76,Karimnagar,2019,04-Jan-19,04-01-2019,43469,104,,,,
0,15.18,31.8,30.45,95.92,0,6.36,Karimnagar,2019,05-Jan-19,05-01-2019,43470,104,,,,
0,15.41,30.81,38.97,96.39,0,6.95,Karimnagar,2019,06-Jan-19,06-01-2019,43471,104,,,,
0,16.15,29.81,44.71,96.18,0,9.7,Karimnagar,2019,07-Jan-19,07-01-2019,43472,104,,,,
0,15.72,30.21,43.9,95.58,0,5.56,Karimnagar,2019,08-Jan-19,08-01-2019,43473,104,,,,
0,12.24,29.58,30.11,92.81,0.7,6.28,Karimnagar,2019,09-Jan-19,09-01-2019,43474,104,,,,
0,12.28,30.21,23.67,89.47,0,6.31,Karimnagar,2019,10-Jan-19,10-01-2019,43475,104,,,,
0,14.62,30.67,26.26,95.15,0,6.31,Karimnagar,2019,11-Jan-19,11-01-2019,43476,104,,,,
0,17.06,30.58,43.6,96.89,0,7.65,Karimnagar,2019,12-Jan-19,12-01-2019,43477,104,,,,
0,19.05,30.23,48.89,95.71,1.2,9.05,Karimnagar,2019,13-Jan-19,13-01-2019,43478,104,,,,
0,17.24,31.3,46.11,96.16,0,9.34,Karimnagar,2019,14-Jan-19,14-01-2019,43479,104,,,,
0,17.31,31.13,46.44,95.95,0,5.62,Karimnagar,2019,15-Jan-19,15-01-2019,43480,104,,,,
0,15.44,30.37,45.54,95.46,0,6.03,Karimnagar,2019,16-Jan-19,16-01-2019,43481,104,,,,
0,14.11,30.76,30.19,89.94,0,5.43,Karimnagar,2019,17-Jan-19,17-01-2019,43482,104,,,,
0,15.43,31.4,30.25,94.26,0,5.4,Karimnagar,2019,18-Jan-19,18-01-2019,43483,104,,,,
0,14.74,31.12,40.89,94.55,0,6.09,Karimnagar,2019,19-Jan-19,19-01-2019,43484,104,,,,
0,14.31,31.27,35.36,92.21,0,5.89,Karimnagar,2019,20-Jan-19,20-01-2019,43485,104,,,,
0,14.25,32.19,27.33,92.5,0,6.01,Karimnagar,2019,21-Jan-19,21-01-2019,43486,104,,,,
0,16.83,32.22,31.55,91.89,0.5,8.55,Karimnagar,2019,22-Jan-19,22-01-2019,43487,104,,,,
0,17.6,31.72,38.1,95.48,2.9,11.27,Karimnagar,2019,23-Jan-19,23-01-2019,43488,104,,,,
0,18.4,31.3,46.26,96.14,0,7.73,Karimnagar,2019,24-Jan-19,24-01-2019,43489,104,,,,
0,20.47,30.26,53.6,92.88,0.9,9.79,Karimnagar,2019,25-Jan-19,25-01-2019,43490,104,,,,
4.57,21.21,30.44,53.09,94.26,2.02,10.69,Karimnagar,2019,26-Jan-19,26-01-2019,43491,104,,,,
40.06,19.04,25.51,80.47,98.05,1.37,8.13,Karimnagar,2019,27-Jan-19,27-01-2019,43492,104,,,,
0.72,18.7,22.49,86.07,98.4,0.48,5.89,Karimnagar,2019,28-Jan-19,28-01-2019,43493,104,,,,
0.07,14.98,25.63,67.81,96.55,1.9,6.48,Karimnagar,2019,29-Jan-19,29-01-2019,43494,104,,,,
0,11.07,26.36,36.83,92.22,0,7.62,Karimnagar,2019,30-Jan-19,30-01-2019,43495,104,,,,
0,13.24,27.81,33.37,88.3,1.3,6.03,Karimnagar,2019,31-Jan-19,31-01-2019,43496,104,,,,
0,17.26,29.98,49.06,96.34,0,9.21,Karimnagar,2019,01-Feb-19,01-02-2019,43497,102,,,,
0,16.76,30.4,45.72,96.16,0,8.28,Karimnagar,2019,02-Feb-19,02-02-2019,43498,102,,,,
0,17.2,30.22,47.39,95.04,1.3,7.38,Karimnagar,2019,03-Feb-19,03-02-2019,43499,102,,,,
0,17.62,31.07,46.01,92.26,0,7.6,Karimnagar,2019,04-Feb-19,04-02-2019,43500,102,,,,
0,17.46,31.78,41.37,94.49,0,6.74,Karimnagar,2019,05-Feb-19,05-02-2019,43501,102,,,,
0,17.5,32.06,42.29,95.01,0,5.46,Karimnagar,2019,06-Feb-19,06-02-2019,43502,102,,,,
0,20.17,32.47,40.23,83.86,1.4,9.52,Karimnagar,2019,07-Feb-19,07-02-2019,43503,102,,,,
0,21.3,33.66,36.79,92.93,0.2,12.42,Karimnagar,2019,08-Feb-19,08-02-2019,43504,102,,,,
0,17.19,30.33,51.05,94.88,0,6.2,Karimnagar,2019,09-Feb-19,09-02-2019,43505,102,,,,
0,13.4,28.9,28.37,76.09,1.35,9.19,Karimnagar,2019,10-Feb-19,10-02-2019,43506,102,,,,
0,17.67,30.63,30.9,77.33,0,5.94,Karimnagar,2019,11-Feb-19,11-02-2019,43507,102,,,,
0,20.46,32.49,49.7,96.02,0.1,6.97,Karimnagar,2019,12-Feb-19,12-02-2019,43508,102,,,,
0,19.45,32.13,50.92,95.3,0.9,7.63,Karimnagar,2019,13-Feb-19,13-02-2019,43509,102,,,,
0,18.44,33.65,35.54,95.4,0.1,6.89,Karimnagar,2019,14-Feb-19,14-02-2019,43510,102,,,,
0,19.13,32.61,46.02,93.31,1.77,8.01,Karimnagar,2019,15-Feb-19,15-02-2019,43511,102,,,,
2.6,20.43,34.8,35.56,95.75,0,10.82,Karimnagar,2019,16-Feb-19,16-02-2019,43512,102,,,,
0,21.87,33.52,51.09,96.13,0,6.85,Karimnagar,2019,17-Feb-19,17-02-2019,43513,102,,,,
0,19.52,32.31,60.71,96.18,0,5.13,Karimnagar,2019,18-Feb-19,18-02-2019,43514,102,,,,
0,19.73,33.99,40.61,93.66,0,4.74,Karimnagar,2019,19-Feb-19,19-02-2019,43515,102,,,,
0,22.98,34.54,51.39,93.3,1.54,9.56,Karimnagar,2019,20-Feb-19,20-02-2019,43516,102,,,,
0,21.03,34.19,51.97,93.54,1.5,9.87,Karimnagar,2019,21-Feb-19,21-02-2019,43517,102,,,,
0,21.07,35.54,37.26,86.13,3.75,7.11,Karimnagar,2019,22-Feb-19,22-02-2019,43518,102,,,,
0,21.4,36.16,32.67,82.87,0,5.14,Karimnagar,2019,23-Feb-19,23-02-2019,43519,102,,,,
0,20.73,37.03,28.83,74.46,0.1,6.35,Karimnagar,2019,24-Feb-19,24-02-2019,43520,102,,,,
0,20.51,37.21,27.64,71.27,1.55,8.43,Karimnagar,2019,25-Feb-19,25-02-2019,43521,102,,,,
0,19.24,36.4,23.5,88.5,0.4,9,Karimnagar,2019,26-Feb-19,26-02-2019,43522,102,,,,
0,21.54,33.53,36.24,89.84,0.1,8.09,Karimnagar,2019,27-Feb-19,27-02-2019,43523,102,,,,
0,20.01,33.33,40.47,90.32,1.6,7.76,Karimnagar,2019,28-Feb-19,28-02-2019,43524,102,,,,
0,18.43,32.86,29.44,80.89,1,6.8,Karimnagar,2019,01-Mar-19,01-03-2019,43525,103,,,,
0,22.23,32.81,46.96,89.87,0.25,9.64,Karimnagar,2019,02-Mar-19,02-03-2019,43526,103,,,,
0,22.84,33.43,48.95,89.87,3,11.87,Karimnagar,2019,03-Mar-19,03-03-2019,43527,103,,,,
0,22.18,34.71,44.66,82.3,2.39,11.34,Karimnagar,2019,04-Mar-19,04-03-2019,43528,103,,,,
0,22.19,36.41,35.83,91.8,1.97,9.57,Karimnagar,2019,05-Mar-19,05-03-2019,43529,103,,,,
0,18.44,34.83,33.82,76.51,1.5,7.87,Karimnagar,2019,06-Mar-19,06-03-2019,43530,103,,,,
0,17.43,34.36,25.73,76.27,2.1,7.43,Karimnagar,2019,07-Mar-19,07-03-2019,43531,103,,,,
0,18.59,34.56,28.07,77.36,0.1,5.03,Karimnagar,2019,08-Mar-19,08-03-2019,43532,103,,,,
0,20.12,35.59,33.01,89.44,0.7,6.86,Karimnagar,2019,09-Mar-19,09-03-2019,43533,103,,,,
0,21.45,35.42,38.52,90.95,4,8.16,Karimnagar,2019,10-Mar-19,10-03-2019,43534,103,,,,
0,22.29,36.31,38.63,91.2,2.45,8.43,Karimnagar,2019,11-Mar-19,11-03-2019,43535,103,,,,
0,23.74,36.76,36.6,82.86,0.95,9.79,Karimnagar,2019,12-Mar-19,12-03-2019,43536,103,,,,
0,22.59,35.73,38.69,80.4,0.57,7.81,Karimnagar,2019,13-Mar-19,13-03-2019,43537,103,,,,
0,22.21,36.74,27.29,68.99,2.1,11.65,Karimnagar,2019,14-Mar-19,14-03-2019,43538,103,,,,
0,21.19,38.18,20.57,68.37,0,9.63,Karimnagar,2019,15-Mar-19,15-03-2019,43539,103,,,,
0,20.58,37.77,20.7,63.41,1.07,10.77,Karimnagar,2019,16-Mar-19,16-03-2019,43540,103,,,,
0,22.24,36.5,25.33,89.66,1.57,10.4,Karimnagar,2019,17-Mar-19,17-03-2019,43541,103,,,,
0,20.81,36.31,30.53,81.57,0.7,9.98,Karimnagar,2019,18-Mar-19,18-03-2019,43542,103,,,,
0,21.26,33.77,36.37,88.13,2.64,11.98,Karimnagar,2019,19-Mar-19,19-03-2019,43543,103,,,,
0,23.36,36.31,37.76,89,1.52,10.23,Karimnagar,2019,20-Mar-19,20-03-2019,43544,103,,,,
1.89,23.42,34.77,44.4,89.01,2.6,12.4,Karimnagar,2019,21-Mar-19,21-03-2019,43545,103,,,,
0.23,22.21,36.35,34.42,88.71,1.58,11.04,Karimnagar,2019,22-Mar-19,22-03-2019,43546,103,,,,
0,22.97,35.78,43.52,86.06,0.9,7.86,Karimnagar,2019,23-Mar-19,23-03-2019,43547,103,,,,
0,23.56,36.76,36.77,81.98,0,7.04,Karimnagar,2019,24-Mar-19,24-03-2019,43548,103,,,,
0,23.61,37.58,33.22,86.3,0,6.7,Karimnagar,2019,25-Mar-19,25-03-2019,43549,103,,,,
0,23.46,37.49,34.76,79.2,2.05,8.1,Karimnagar,2019,26-Mar-19,26-03-2019,43550,103,,,,
0,22.84,37.71,34.2,76.24,1.3,8.57,Karimnagar,2019,27-Mar-19,27-03-2019,43551,103,,,,
0,23.37,37.83,32.99,74.76,2.1,8.51,Karimnagar,2019,28-Mar-19,28-03-2019,43552,103,,,,
0,23.24,37.93,30.66,75.38,0,6.42,Karimnagar,2019,29-Mar-19,29-03-2019,43553,103,,,,
0,22.85,38.77,24.46,79.46,0,7.43,Karimnagar,2019,30-Mar-19,30-03-2019,43554,103,,,,
0,24.13,38.81,30.33,81.71,3.8,9.07,Karimnagar,2019,31-Mar-19,31-03-2019,43555,103,,,,
0,25.2,41.22,19.71,71.12,0,8.44,Karimnagar,2019,01-Apr-19,01-04-2019,43556,109,,,,
0,23.64,39.91,19.47,75.97,0.35,9.1,Karimnagar,2019,02-Apr-19,02-04-2019,43557,109,,,,
0,23.26,38.81,29.34,81.4,1,9.89,Karimnagar,2019,03-Apr-19,03-04-2019,43558,109,,,,
0,23.23,37.56,38.77,86.87,2.7,9.54,Karimnagar,2019,04-Apr-19,04-04-2019,43559,109,,,,
0.26,23.99,37.6,32.94,72.31,2.1,11.01,Karimnagar,2019,05-Apr-19,05-04-2019,43560,109,,,,
0,23.61,37.47,28.73,68.13,0.3,8.93,Karimnagar,2019,06-Apr-19,06-04-2019,43561,109,,,,
0,24.04,39.61,23.97,76.72,0.9,11.09,Karimnagar,2019,07-Apr-19,07-04-2019,43562,109,,,,
0,23.86,39.57,24.47,83.48,1.8,10.16,Karimnagar,2019,08-Apr-19,08-04-2019,43563,109,,,,
0,24.43,39.9,27.85,89.93,0.87,11.03,Karimnagar,2019,09-Apr-19,09-04-2019,43564,109,,,,
0.03,25.05,38.56,35.09,88.74,1.18,11.43,Karimnagar,2019,10-Apr-19,10-04-2019,43565,109,,,,
0,25.5,39.41,28.6,83.42,0.65,11.06,Karimnagar,2019,11-Apr-19,11-04-2019,43566,109,,,,
